Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,OCCUPATION,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2025,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_LC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_UC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_UC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2023,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_UC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2024,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_UC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2025,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLSP_UC,404,M,Y_GE46,None,None,NUMBER,2025-05-13T00:00:00,2025,1.0
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_LC,404,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2022,104.0
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_LC,404,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2022,104.0
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_UC,404,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,21.0
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_UC,404,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,21.0
2024,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_UC,404,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,20.0
2025,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYN_UC,404,None,Y0T45,None,None,NUMBER,2025-05-13T00:00:00,2025,20.0
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_LC,404,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2022,29.8
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_LC,404,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2022,29.8
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_UC,404,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,30.88
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_UC,404,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,30.88
2024,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_UC,404,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,30.3
2025,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year, based on available age data collected after each election","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYP_UC,404,None,Y0T45,None,None,PT,2025-05-13T00:00:00,2025,30.3
2021,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year; 2020 population figures used from United Nations Population Division - World Population Prospects to calculate ratios; the ratio can be interpreted as follows:  
-	0 means","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_LC,404,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2022,0.38645
2022,A,0,"Bicameral: Lower chamber (National Assembly), Data valid as of 1 Jan of given year; 2020 population figures used from United Nations Population Division - World Population Prospects to calculate ratios; the ratio can be interpreted as follows:  
-	0 means","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_LC,404,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2022,0.38645
2021,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_UC,404,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.40045
2022,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_UC,404,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.40045
2024,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_UC,404,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.39872
2025,A,0,"Bicameral: Upper chamber (Senate), Data valid as of 1 Jan of given year; 2023 population figures (revised as of July 2024) used from the United Nations Population Division - World Population Prospects database to calculate ratios; Ratios can be interpreted as follows:  
-	0 means no representation at all of ‘youth’ (45 years and below) in parliament 
-	1 means perfectly proportional representation of ‘youth’ (45 years and below) in parliament 
-	<1 means under-representation of ‘youth’ (45 years and below) in parliament 
-	>1 means over-representation of ‘youth’ (45 years and below) in parliament","Inter-Parliamentary Union (IPU), Parline Database",SG_DMK_PARLYR_UC,404,None,Y0T45,None,None,RO,2025-05-13T00:00:00,2025,0.40138
2019,A,0,84 - Public administration and defence; compulsory social security,HS - Continuous household survey,SG_DMK_PSRVC,404,F,None,AGG_PSP,None,RO,2025-03-24T00:00:00,2019,0.73599
2019,A,0,84 - Public administration and defence; compulsory social security,HS - Continuous household survey,SG_DMK_PSRVC,404,M,None,AGG_PSP,None,RO,2025-03-24T00:00:00,2019,1.26401
